plasmid	contig	contig_len
PBF_P3	326	103
PBF_P3	278	173
PBF_P3	402	28
PBF_P3	143	990
PBF_P3	407	22
PBF_P3	115	2953
PBF_P3	431	5
PBF_P3	310	130
PBF_P3	197	358
PBF_P3	308	134
PBF_P3	108	4787
PBF_P3	462	1
PBF_P3	344	72
PBF_P3	243	233
PBF_P3	382	47
PBF_P3	266	184
PBF_P3	304	137
PBF_P3	91	7944
PBF_P3	162	576
PBF_P3	203	345
PBF_P3	137	1187
PBF_P3	95	7421
PBF_P3	64	24142
PBF_P3	104	5880
PBF_P3	225	278
PBF_P3	175	442
PBF_P3	135	1330
PBF_P3	75	17467
PBF_P3	246	225
PBF_P3	236	243
PBF_P3	367	61
PBF_P3	134	1343
PBF_P3	218	298
PBF_P3	147	893
PBF_P3	425	9
PBF_P3	192	379
PBF_P3	271	177
PBF_P3	169	502
PBF_P3	476	1
PBF_P3	245	226
PBF_P3	130	1629
PBF_P3	259	190
PBF_P3	103	5934
PBF_P3	302	138
PBF_P3	58	29055
PBF_P3	141	1033
PBF_P3	206	335
PBF_P3	249	221
PBF_P3	231	262
PBF_P3	229	271
PBF_P3	256	191
PBF_P3	172	459
PBF_P3	149	753
PBF_P3	251	216
PBF_P3	155	663
PBF_P3	357	64
PBF_P3	173	445
PBF_P3	116	2932
PBF_P3	263	187
PBF_P3	318	127
PBF_P3	416	17
PBF_P3	212	322
PBF_P3	400	29
PBF_P3	301	139
PBF_P3	284	162
PBF_P3	360	64
PBF_P3	385	39
PBF_P3	214	311
PBF_P3	315	128
PBF_P3	309	131
PBF_P3	465	1
PBF_P3	207	335
PBF_P3	165	557
PBF_P3	286	159
PBF_P3	325	107
PBF_P3	70	19819
PBF_P3	124	2229

PBF_P4	448	1
PBF_P4	428	8
PBF_P4	100	6199
PBF_P4	362	63
PBF_P4	130	1629
PBF_P4	226	275
PBF_P4	244	226
PBF_P4	461	1
PBF_P4	212	322
PBF_P4	259	190
PBF_P4	91	7944
PBF_P4	262	188
PBF_P4	103	5934
PBF_P4	137	1187
PBF_P4	95	7421
PBF_P4	200	354
PBF_P4	302	138
PBF_P4	195	362
PBF_P4	326	103
PBF_P4	58	29055
PBF_P4	141	1033
PBF_P4	64	24142
PBF_P4	143	990
PBF_P4	249	221
PBF_P4	360	64
PBF_P4	104	5880
PBF_P4	474	1
PBF_P4	407	22
PBF_P4	225	278
PBF_P4	214	311
PBF_P4	315	128
PBF_P4	308	134
PBF_P4	386	38
PBF_P4	246	225
PBF_P4	465	1
PBF_P4	343	72
PBF_P4	149	753
PBF_P4	251	216
PBF_P4	155	663
PBF_P4	218	298
PBF_P4	357	64
PBF_P4	266	184
PBF_P4	425	9
PBF_P4	192	379
PBF_P4	304	137
PBF_P4	124	2229

PBF_P5	100	6199
PBF_P5	362	63
PBF_P5	130	1629
PBF_P5	226	275
PBF_P5	212	322
PBF_P5	259	190
PBF_P5	103	5934
PBF_P5	58	29055
PBF_P5	64	24142
PBF_P5	143	990
PBF_P5	360	64
PBF_P5	104	5880
PBF_P5	474	1
PBF_P5	225	278
PBF_P5	315	128
PBF_P5	308	134
PBF_P5	251	216
PBF_P5	155	663
PBF_P5	357	64
PBF_P5	425	9
PBF_P5	124	2229

PBF_P6	226	275
PBF_P6	130	1629
PBF_P6	259	190
PBF_P6	103	5934
PBF_P6	271	177
PBF_P6	58	29055
PBF_P6	68	22243
PBF_P6	474	1
PBF_P6	225	278
PBF_P6	315	128
PBF_P6	308	134
PBF_P6	251	216
PBF_P6	155	663
PBF_P6	325	107
PBF_P6	425	9
PBF_P6	70	19819
PBF_P6	197	358

PBF_P7	91	7944

PBF_P8	225	278
PBF_P8	72	19290
PBF_P8	100	6199
PBF_P8	315	128
PBF_P8	308	134
PBF_P8	251	216
PBF_P8	155	663
PBF_P8	476	1
PBF_P8	226	275
PBF_P8	357	64
PBF_P8	130	1629
PBF_P8	259	190
PBF_P8	425	9
PBF_P8	104	5880
PBF_P8	68	22243
PBF_P8	197	358

PBF_P9	98	6460

PBF_P10	108	4787

PBF_P11	225	278
PBF_P11	72	19290
PBF_P11	100	6199
PBF_P11	315	128
PBF_P11	251	216
PBF_P11	357	64
PBF_P11	130	1629
PBF_P11	259	190
PBF_P11	68	22243
PBF_P11	197	358

PBF_P12	72	19290

